age,page,sex,psex,reldur,reldur_class,cohab,nkidsliv_class,relsat,prelsat,relint,prelint,tf_kiss,tf_hold,tf_hug,ptf_kiss,ptf_hold,ptf_hug,omo15i1_w2b,omo16i1_w2b,omo17i1_w2b,omo15i2_w2b,omo16i2_w2b,omo17i2_w2b,pomo15i1_w2b,pomo16i1_w2b,pomo17i1_w2b,pomo15i2_w2b,pomo16i2_w2b,pomo17i2_w2b
38,37,"Female","Male",18.16667,"11-20","Cohabiting","1","9","6",18,20,"> 50x","> 50x","> 50x","21-50x","11-20x","11-20x","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times"
29,23,"Male","Female",2.333333,"0-2","Cohabiting","0","10 - Completely satisfied","9",29,23,"21-50x","11-20x","> 50x","21-50x","21-50x","21-50x","21 to 50 times","11 to 20 times","More than 50 times","21 to 50 times","11 to 20 times","More than 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","More than 50 times"
37,38,"Male","Female",5.416667,"3-5","Cohabiting","0","6","8",20,22,"11-20x","6-10x","1-5x","21-50x","21-50x","11-20x","11 to 20 times","6 to 10 times","1 to 5 times","11 to 20 times","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times"
43,35,"Male","Female",7.916667,"6-10","Cohabiting","2","8","8",22,22,"6-10x","11-20x","6-10x","11-20x","11-20x","6-10x","6 to 10 times","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","6 to 10 times"
41,37,"Male","Female",9.75,"6-10","Cohabiting","3+","10 - Completely satisfied","9",23,21,"21-50x","21-50x","21-50x","11-20x","11-20x","11-20x","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times"
47,34,"Male","Female",7,"6-10","Cohabiting","0","10 - Completely satisfied","10 - Completely satisfied",28,27,"> 50x","> 50x","> 50x","> 50x","21-50x","> 50x","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","More than 50 times"
22,21,"Female","Male",2.833333,"0-2","Separate households","0","9","9",28,27,"> 50x","> 50x","11-20x","> 50x","11-20x","1-5x","More than 50 times","More than 50 times","11 to 20 times","No answer","No answer","11 to 20 times","More than 50 times","11 to 20 times","1 to 5 times","More than 50 times","11 to 20 times","1 to 5 times"
41,34,"Female","Male",.9166667,"0-2","Cohabiting","3+","7","10 - Completely satisfied",24,23,"> 50x","21-50x","> 50x","6-10x","6-10x","6-10x","More than 50 times","21 to 50 times","More than 50 times","No answer","No answer","No answer","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times"
48,43,"Male","Female",28.75,"21+","Cohabiting","3+","7","8",16,18,"6-10x","11-20x","6-10x","11-20x","6-10x","11-20x","6 to 10 times","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","6 to 10 times","11 to 20 times","6 to 10 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times"
29,36,"Female","Male",4.166667,"3-5","Cohabiting","1","8","7",17,18,"11-20x","6-10x","21-50x","11-20x","6-10x","6-10x","11 to 20 times","6 to 10 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","6 to 10 times","6 to 10 times","1 to 5 times","6 to 10 times","1 to 5 times"
42,51,"Female","Male",10.41667,"6-10","Cohabiting","2","7","8",20,22,"> 50x","21-50x","11-20x","21-50x","1-5x","21-50x","More than 50 times","21 to 50 times","11 to 20 times","More than 50 times","21 to 50 times","11 to 20 times","21 to 50 times","1 to 5 times","21 to 50 times","More than 50 times","11 to 20 times","21 to 50 times"
24,25,"Female","Male",7.416667,"6-10","Cohabiting","0","8","9",25,24,"21-50x","1-5x","6-10x","21-50x","11-20x","> 50x","21 to 50 times","1 to 5 times","6 to 10 times","21 to 50 times","1 to 5 times","6 to 10 times","21 to 50 times","11 to 20 times","More than 50 times","More than 50 times","21 to 50 times","More than 50 times"
28,25,"Male","Male",6.416667,"6-10","Cohabiting","0","8","7",22,,"1-5x","11-20x","21-50x","0x","11-20x","11-20x","1 to 5 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","Not at all","11 to 20 times","11 to 20 times","1 to 5 times","11 to 20 times","11 to 20 times"
36,33,"Male","Female",9.25,"6-10","Cohabiting","3+","8","6",19,20,"11-20x","6-10x","6-10x","11-20x","6-10x","21-50x","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","6 to 10 times","21 to 50 times","6 to 10 times","6 to 10 times","11 to 20 times"
25,25,"Female","Male",8.25,"6-10","Cohabiting","0","9","9",25,27,"21-50x","21-50x","11-20x","21-50x","11-20x","11-20x","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times"
34,33,"Male","Female",12.25,"11-20","Cohabiting","1","7","8",23,20,"21-50x","1-5x","11-20x","21-50x","6-10x","> 50x","21 to 50 times","1 to 5 times","11 to 20 times","21 to 50 times","6 to 10 times","21 to 50 times","21 to 50 times","6 to 10 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times"
32,37,"Female","Male",1.166667,"0-2","Cohabiting","0","8","8",,24,"21-50x","21-50x","11-20x","21-50x","11-20x","11-20x","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times"
24,27,"Female","Male",1.5,"0-2","Cohabiting","0","5","10 - Completely satisfied",16,14,"6-10x","1-5x","0x","> 50x","1-5x","6-10x","6 to 10 times","1 to 5 times","Not at all","11 to 20 times","6 to 10 times","1 to 5 times","More than 50 times","1 to 5 times","6 to 10 times","More than 50 times","1 to 5 times","11 to 20 times"
33,34,"Female","Male",13.75,"11-20","Cohabiting","0","8","8",21,21,"11-20x","6-10x","6-10x","6-10x","6-10x","6-10x","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","11 to 20 times"
34,27,"Male","Female",6.666667,"6-10","Cohabiting","2","8","9",22,26,"11-20x","6-10x","11-20x","11-20x","6-10x","6-10x","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","6 to 10 times","6 to 10 times","21 to 50 times","21 to 50 times","21 to 50 times"
28,32,"Female","Male",8.25,"6-10","Cohabiting","0","9","10 - Completely satisfied",29,27,"> 50x","> 50x","> 50x","21-50x","21-50x","21-50x","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","21 to 50 times","21 to 50 times","21 to 50 times","No answer","No answer","No answer"
38,38,"Male","Female",6.916667,"6-10","Cohabiting","2","10 - Completely satisfied","10 - Completely satisfied",26,24,"> 50x","> 50x","6-10x","21-50x","21-50x","1-5x","More than 50 times","More than 50 times","6 to 10 times","More than 50 times","More than 50 times","6 to 10 times","21 to 50 times","21 to 50 times","1 to 5 times","21 to 50 times","21 to 50 times","1 to 5 times"
35,38,"Male","Female",14.91667,"11-20","Cohabiting","2","10 - Completely satisfied","9",27,22,"0x","0x","0x","21-50x","21-50x","11-20x","Not at all","Not at all","Not at all","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times"
43,36,"Male","Female",10,"6-10","Cohabiting","2","7","7",13,21,"0x","1-5x","1-5x","1-5x","11-20x","1-5x","Not at all","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","11 to 20 times","1 to 5 times","Not at all","11 to 20 times","1 to 5 times"
50,39,"Male","Female",14.33333,"11-20","Cohabiting","3+","4","1",12,15,"6-10x","1-5x","1-5x","1-5x","1-5x","1-5x","6 to 10 times","1 to 5 times","1 to 5 times","21 to 50 times","11 to 20 times","11 to 20 times","1 to 5 times","1 to 5 times","1 to 5 times","21 to 50 times","21 to 50 times","21 to 50 times"
36,35,"Male","Female",13.66667,"11-20","Cohabiting","2","8","8",20,21,"6-10x","11-20x","6-10x","11-20x","21-50x","21-50x","6 to 10 times","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times"
24,28,"Female","Male",3,"3-5","Cohabiting","0","10 - Completely satisfied","10 - Completely satisfied",23,26,"> 50x","> 50x","21-50x","21-50x","21-50x","21-50x","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","More than 50 times"
35,42,"Female","Male",5.666667,"3-5","Cohabiting","0","8","9",21,24,"6-10x","1-5x","0x","11-20x","1-5x","0x","6 to 10 times","1 to 5 times","Not at all","6 to 10 times","1 to 5 times","1 to 5 times","11 to 20 times","1 to 5 times","Not at all","11 to 20 times","1 to 5 times","Not at all"
28,43,"Female","Male",7.833333,"6-10","Cohabiting","0","10 - Completely satisfied","10 - Completely satisfied",29,29,"21-50x","6-10x","11-20x","> 50x","> 50x","> 50x","21 to 50 times","6 to 10 times","11 to 20 times","21 to 50 times","6 to 10 times","11 to 20 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times"
30,33,"Female","Female",10,"6-10","Cohabiting","0","9","9",23,24,"> 50x","> 50x","> 50x","> 50x","> 50x","> 50x","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times"
47,48,"Male","Female",24.41667,"21+","Cohabiting","2","10 - Completely satisfied","10 - Completely satisfied",28,28,"> 50x","> 50x","> 50x","21-50x","21-50x","21-50x","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times"
31,32,"Female","Male",3.25,"3-5","Cohabiting","0","8","9",26,25,"1-5x","1-5x","0x","> 50x","> 50x","21-50x","1 to 5 times","1 to 5 times","Not at all","21 to 50 times","11 to 20 times","11 to 20 times","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times"
51,53,"Female","Male",23.5,"21+","Cohabiting","2","5","3",14,,"1-5x","1-5x","1-5x","0x","0x","0x","1 to 5 times","1 to 5 times","1 to 5 times","11 to 20 times","1 to 5 times","1 to 5 times","Not at all","Not at all","Not at all","21 to 50 times","11 to 20 times","11 to 20 times"
42,41,"Female","Male",22.66667,"21+","Cohabiting","3+","2","7",11,,"1-5x","0x","0x","6-10x","1-5x","1-5x","1 to 5 times","Not at all","Not at all","Not at all","Not at all","Not at all","6 to 10 times","1 to 5 times","1 to 5 times","21 to 50 times","11 to 20 times","11 to 20 times"
42,45,"Male","Female",18.25,"11-20","Cohabiting","1","3","8",12,22,"0x","0x","0x","1-5x","1-5x","1-5x","Not at all","Not at all","Not at all","11 to 20 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","1 to 5 times","1 to 5 times"
36,42,"Female","Male",13.5,"11-20","Cohabiting","2","8","8",18,24,"1-5x","6-10x","1-5x","0x","0x","1-5x","1 to 5 times","6 to 10 times","1 to 5 times","21 to 50 times","21 to 50 times","11 to 20 times","Not at all","Not at all","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times"
28,35,"Female","Male",9.333333,"6-10","Cohabiting","0","10 - Completely satisfied","10 - Completely satisfied",28,25,"21-50x","21-50x","21-50x","21-50x","21-50x","11-20x","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times"
42,42,"Female","Male",16.75,"11-20","Cohabiting","2","8","10 - Completely satisfied",23,22,"11-20x","11-20x","11-20x","21-50x","21-50x","21-50x","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times"
31,35,"Female","Male",7.833333,"6-10","Cohabiting","1","9","10 - Completely satisfied",27,26,"21-50x","1-5x","21-50x","21-50x","21-50x","21-50x","21 to 50 times","1 to 5 times","21 to 50 times","21 to 50 times","1 to 5 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times"
20,20,"Male","Female",,,"Separate households","0","6","8",22,21,"6-10x","11-20x","6-10x","11-20x","1-5x","1-5x","6 to 10 times","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","1 to 5 times","1 to 5 times","11 to 20 times","1 to 5 times","6 to 10 times"
35,35,"Male","Female",8.75,"6-10","Cohabiting","1","8","10 - Completely satisfied",22,,"21-50x","21-50x","1-5x","6-10x","0x","6-10x","21 to 50 times","21 to 50 times","1 to 5 times","1 to 5 times","Not at all","Not at all","6 to 10 times","Not at all","6 to 10 times","6 to 10 times","Not at all","6 to 10 times"
34,35,"Female","Male",11,"11-20","Cohabiting","0","8","7",22,,"1-5x","1-5x","1-5x","1-5x","1-5x","6-10x","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","6 to 10 times","6 to 10 times","1 to 5 times","1 to 5 times","6 to 10 times","6 to 10 times","1 to 5 times","6 to 10 times"
30,32,"Female","Male",11.16667,"11-20","Cohabiting","1","8","9",21,18,"11-20x","1-5x","1-5x","21-50x","6-10x","1-5x","11 to 20 times","1 to 5 times","1 to 5 times","11 to 20 times","1 to 5 times","1 to 5 times","21 to 50 times","6 to 10 times","1 to 5 times","21 to 50 times","6 to 10 times","1 to 5 times"
46,53,"Female","Male",31.33333,"21+","Cohabiting","1","10 - Completely satisfied","7",25,,"> 50x","> 50x","6-10x","6-10x","1-5x","1-5x","More than 50 times","More than 50 times","6 to 10 times","More than 50 times","More than 50 times","1 to 5 times","6 to 10 times","1 to 5 times","1 to 5 times","More than 50 times","21 to 50 times","21 to 50 times"
39,41,"Male","Female",16.41667,"11-20","Cohabiting","2","8","8",18,20,"11-20x","6-10x","6-10x","11-20x","1-5x","1-5x","11 to 20 times","6 to 10 times","6 to 10 times","21 to 50 times","6 to 10 times","6 to 10 times","11 to 20 times","1 to 5 times","1 to 5 times","11 to 20 times","11 to 20 times","21 to 50 times"
32,35,"Female","Male",13.08333,"11-20","Cohabiting","0","8","8",21,,"6-10x","1-5x","11-20x","6-10x","6-10x","6-10x","6 to 10 times","1 to 5 times","11 to 20 times","6 to 10 times","1 to 5 times","11 to 20 times","6 to 10 times","6 to 10 times","6 to 10 times","11 to 20 times","11 to 20 times","11 to 20 times"
21,21,"Male","Female",6.083333,"6-10","Separate households","0","9","8",26,22,"6-10x","6-10x","6-10x","21-50x","11-20x","11-20x","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times"
31,23,"Male","Female",8.416667,"6-10","Cohabiting","0","8","8",18,17,"21-50x","21-50x","21-50x","21-50x","11-20x","21-50x","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times"
33,35,"Female","Male",9.833333,"6-10","Cohabiting","2","2","6",20,18,"1-5x","1-5x","0x","1-5x","6-10x","6-10x","1 to 5 times","1 to 5 times","Not at all","Not at all","1 to 5 times","6 to 10 times","1 to 5 times","6 to 10 times","6 to 10 times","1 to 5 times","6 to 10 times","6 to 10 times"
31,30,"Male","Female",1.583333,"0-2","Cohabiting","0","5","6",20,24,"> 50x","21-50x","6-10x","11-20x","11-20x","21-50x","More than 50 times","21 to 50 times","6 to 10 times","More than 50 times","21 to 50 times","6 to 10 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times"
23,29,"Female","Male",2.083333,"0-2","Cohabiting","0","8","5",22,13,"11-20x","11-20x","21-50x","11-20x","1-5x","6-10x","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","More than 50 times","11 to 20 times","1 to 5 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times"
27,24,"Male","Female",4.333333,"3-5","Cohabiting","0","9","9",24,,"21-50x","> 50x","11-20x","21-50x","11-20x","21-50x","21 to 50 times","More than 50 times","11 to 20 times","21 to 50 times","More than 50 times","11 to 20 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times"
41,33,"Male","Female",8.416667,"6-10","Cohabiting","1","8","10 - Completely satisfied",25,28,"21-50x","> 50x","21-50x","6-10x","11-20x","6-10x","21 to 50 times","More than 50 times","21 to 50 times","No answer","No answer","No answer","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times"
39,33,"Male","Female",9.083333,"6-10","Cohabiting","2","7","8",19,20,"11-20x","11-20x","11-20x","6-10x","6-10x","11-20x","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","11 to 20 times","11 to 20 times","21 to 50 times"
44,38,"Male","Female",9.416667,"6-10","Separate households","0","8","5",21,17,"21-50x","1-5x","6-10x","1-5x","1-5x","1-5x","21 to 50 times","1 to 5 times","6 to 10 times","21 to 50 times","11 to 20 times","6 to 10 times","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","11 to 20 times","6 to 10 times"
49,50,"Male","Female",22,"21+","Cohabiting","3+","8","7",21,21,"> 50x","> 50x","11-20x","6-10x","0x","0x","More than 50 times","More than 50 times","11 to 20 times","More than 50 times","More than 50 times","11 to 20 times","6 to 10 times","Not at all","Not at all","6 to 10 times","6 to 10 times","6 to 10 times"
44,38,"Male","Female",19.58333,"11-20","Cohabiting","2","8","7",17,18,"1-5x","1-5x","0x","1-5x","1-5x","1-5x","1 to 5 times","1 to 5 times","Not at all","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","11 to 20 times","6 to 10 times"
35,45,"Male","Female",7.333333,"6-10","Cohabiting","0","10 - Completely satisfied","10 - Completely satisfied",30,25,"11-20x","> 50x","6-10x","21-50x","> 50x","21-50x","11 to 20 times","More than 50 times","6 to 10 times","11 to 20 times","More than 50 times","6 to 10 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times"
37,38,"Female","Male",20.25,"11-20","Cohabiting","2","8","8",17,,"> 50x","> 50x","11-20x","11-20x","21-50x","6-10x","More than 50 times","More than 50 times","11 to 20 times","More than 50 times","More than 50 times","More than 50 times","11 to 20 times","21 to 50 times","6 to 10 times","21 to 50 times","21 to 50 times","21 to 50 times"
47,47,"Male","Female",1.416667,"0-2","Separate households","0","8","10 - Completely satisfied",28,,"11-20x","11-20x","11-20x","21-50x","21-50x","11-20x","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times"
36,30,"Male","Female",10.08333,"6-10","Cohabiting","2","10 - Completely satisfied","10 - Completely satisfied",19,18,"11-20x","> 50x","11-20x","21-50x","21-50x","6-10x","11 to 20 times","More than 50 times","11 to 20 times","11 to 20 times","More than 50 times","11 to 20 times","21 to 50 times","21 to 50 times","6 to 10 times","21 to 50 times","21 to 50 times","11 to 20 times"
38,35,"Female","Male",8.5,"6-10","Cohabiting","3+","6","8",16,,"11-20x","1-5x","1-5x","11-20x","11-20x","6-10x","11 to 20 times","1 to 5 times","1 to 5 times","21 to 50 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","6 to 10 times","21 to 50 times","21 to 50 times","21 to 50 times"
37,36,"Female","Male",1.333333,"0-2","Cohabiting","0","10 - Completely satisfied","8",27,24,"> 50x","11-20x","11-20x","11-20x","11-20x","21-50x","More than 50 times","11 to 20 times","11 to 20 times","More than 50 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times"
29,31,"Female","Male",12.75,"11-20","Cohabiting","0","6","10 - Completely satisfied",20,23,"6-10x","6-10x","1-5x","6-10x","11-20x","6-10x","6 to 10 times","6 to 10 times","1 to 5 times","More than 50 times","More than 50 times","21 to 50 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times"
49,58,"Female","Male",17.83333,"11-20","Cohabiting","0","9","10 - Completely satisfied",25,26,"6-10x","6-10x","6-10x","6-10x","6-10x","6-10x","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times"
40,48,"Female","Male",23.16667,"21+","Cohabiting","1","6","7",,21,"1-5x","0x","1-5x","11-20x","1-5x","1-5x","1 to 5 times","Not at all","1 to 5 times","1 to 5 times","6 to 10 times","11 to 20 times","11 to 20 times","1 to 5 times","1 to 5 times","More than 50 times","6 to 10 times","11 to 20 times"
21,21,"Female","Male",8.5,"6-10","Separate households","0","9","9",24,24,"11-20x","11-20x","11-20x","11-20x","6-10x","6-10x","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","6 to 10 times","6 to 10 times","21 to 50 times","11 to 20 times","11 to 20 times"
31,30,"Male","Female",13.08333,"11-20","Cohabiting","1","8","8",21,22,"11-20x","1-5x","6-10x","11-20x","6-10x","6-10x","11 to 20 times","1 to 5 times","6 to 10 times","21 to 50 times","6 to 10 times","11 to 20 times","11 to 20 times","6 to 10 times","6 to 10 times","21 to 50 times","11 to 20 times","11 to 20 times"
35,29,"Male","Female",7.166667,"6-10","Cohabiting","0","9","9",19,22,"21-50x","11-20x","6-10x","6-10x","1-5x","1-5x","21 to 50 times","11 to 20 times","6 to 10 times","21 to 50 times","11 to 20 times","6 to 10 times","6 to 10 times","1 to 5 times","1 to 5 times","11 to 20 times","6 to 10 times","1 to 5 times"
44,44,"Female","Male",16.33333,"11-20","Cohabiting","3+","9",,18,20,"1-5x","6-10x","1-5x","1-5x","> 50x","21-50x","1 to 5 times","6 to 10 times","1 to 5 times","6 to 10 times","6 to 10 times","1 to 5 times","1 to 5 times","More than 50 times","21 to 50 times","1 to 5 times","6 to 10 times","11 to 20 times"
33,33,"Female","Male",5.25,"3-5","Cohabiting","0","10 - Completely satisfied","10 - Completely satisfied",25,,"11-20x","> 50x","> 50x","21-50x","11-20x","6-10x","11 to 20 times","More than 50 times","More than 50 times","11 to 20 times","More than 50 times","More than 50 times","21 to 50 times","11 to 20 times","6 to 10 times","21 to 50 times","11 to 20 times","21 to 50 times"
24,27,"Female","Male",9.166667,"6-10","Cohabiting","0","9","7",20,21,"11-20x","21-50x","6-10x","11-20x","6-10x","6-10x","11 to 20 times","21 to 50 times","6 to 10 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times"
30,30,"Male","Female",9.083333,"6-10","Cohabiting","0","9","9",22,18,"6-10x","6-10x","6-10x","11-20x","6-10x","1-5x","6 to 10 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","1 to 5 times","11 to 20 times","6 to 10 times","6 to 10 times"
35,36,"Female","Male",6.5,"6-10","Cohabiting","0","9","8",22,19,"11-20x","21-50x","21-50x","21-50x","1-5x","11-20x","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","1 to 5 times","11 to 20 times","21 to 50 times","1 to 5 times","11 to 20 times"
36,35,"Male","Female",9.25,"6-10","Cohabiting","1","8","7",18,19,"11-20x","21-50x","11-20x","1-5x","1-5x","1-5x","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times"
46,36,"Male","Female",15.5,"11-20","Cohabiting","2","8","8",18,15,"21-50x","21-50x","21-50x","21-50x","21-50x","21-50x","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times"
27,29,"Female","Male",6.75,"6-10","Cohabiting","1","8","8",22,24,"21-50x","0x","11-20x","21-50x","1-5x","21-50x","21 to 50 times","Not at all","11 to 20 times","21 to 50 times","Not at all","21 to 50 times","21 to 50 times","1 to 5 times","21 to 50 times","21 to 50 times","1 to 5 times","21 to 50 times"
39,39,"Male","Female",13.08333,"11-20","Cohabiting","1","10 - Completely satisfied","10 - Completely satisfied",25,27,"21-50x","21-50x","> 50x","11-20x","11-20x","11-20x","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","No answer","No answer","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times"
38,37,"Male","Female",10.08333,"6-10","Cohabiting","1","7","9",24,23,"21-50x","> 50x","21-50x","> 50x","21-50x","21-50x","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","11 to 20 times","More than 50 times"
44,43,"Female","Male",20.08333,"11-20","Cohabiting","1","10 - Completely satisfied","10 - Completely satisfied",30,29,"21-50x","> 50x","21-50x","> 50x","> 50x","> 50x","21 to 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times"
37,39,"Female","Male",8.666667,"6-10","Cohabiting","3+","9","9",26,24,"21-50x","21-50x","11-20x","6-10x","11-20x","11-20x","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times"
41,28,"Male","Female",7.25,"6-10","Cohabiting","1","8","9",22,25,"> 50x","11-20x","11-20x","21-50x","11-20x","11-20x","More than 50 times","11 to 20 times","11 to 20 times","More than 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times"
36,33,"Male","Female",17.91667,"11-20","Cohabiting","3+","7","7",16,18,"11-20x","11-20x","6-10x","6-10x","1-5x","1-5x","11 to 20 times","11 to 20 times","6 to 10 times","21 to 50 times","21 to 50 times","11 to 20 times","6 to 10 times","1 to 5 times","1 to 5 times","6 to 10 times","6 to 10 times","6 to 10 times"
